ID,英文詞彙,中文詞彙,更新日期
21331919,closer ,終結者(棒壘球),
21331920,club ,球桿,
21331921,clubs,棍棒,
21331922,coach,教練 ,
21331923,coach board,教練戰術板,
21331924,coach boat,教練艇,
21331925,coach role,教練角色,
21331926,coach's restriction line,教練限制線,
21331927,Coaching Behavior Assessment System  {= CBAS},教練行為評估系統,
21331928,coaching duties,教練職責,
21331929,coal crease,球門禁區,
21331930,coaming,擋水板,
21331931,coast to coast,後場殺進前場,
21331932,coast to coast pass,大角傳球,
21331933,Code of Ethics,倫理法典,
21331934,coefficient of restitution,恢復係數,
21331935,Collaboration{=C},協作,
21331936,collapse,回拉,
21331937,collars,槓鎖,
21331938,collect a horse,勒馬控馬,
21331939,collected gait,自然步伐,
21331940,collected trot,慢快步,
21331941,collection,受銜正姿勢,
21331942,collective bargaining,團體協約,
21331943,colosseum,圓形競技場,
21331944,combat,比賽交鋒,
21331945,combatant,對手,
21331946,combination class,聯合級,
21331947,combination obstacle,連續障礙,
21331948,combination of forehand and backhand loop and attack drive style,兩面弧圈球快攻打法（桌球）,
21331949,combined events competitions,混合項目競賽,
21331950,combined events scoring tables,混合項目計分表,
21331951,combo guard,雙後衛,
21331952,come a cropper,落馬,
21331953,comer judge,彎道裁判,
21331954,commence wind checks,開始測風,
21331955,commencing height,起跳高度,
21331956,commissaires’panel,裁判團,
21331957,Communitarianism,社群主義,
21331958,community sport,社區運動,
21331959,community sports organizations,社區體育組織,
21331960,compass,指南針,
21331961,compass bearing,羅經方位,
21331962,compensation,賠償,
21331963,compensatory damages,損害補償金,
21331964,Competence Motivation Theory,能力動機理論,
21331965,competition attire,比賽服裝,
21331966,competition categories,競賽類別,
21331967,competition director,競賽主任,
21331968,competition discs,比賽用鐵片,
21331969,competition doctor,賽事醫師,
21331970,competition doctor table,賽事醫師席,
21331971,competition jury,競賽陪審團,
21331972,competition platform,比賽台,
21331973,competition secretary,競賽秘書,
21331974,competition sport,競技運動,
21331975,competition target,比賽靶,
21331976,competitive contact,競爭性接觸,
21331977,competitor,參賽者,
21331978,complex training,複合訓練,
21331979,component approach,因素手段,
21331980,composed attack,複雜進攻,
21331981,compound bow,複合弓,
21331982,compound feint,複雜假動作,
21331983,compound parry,複雜防守,
21331984,compression socks,壓縮襪,
21331985,concentric contraction,向心收縮,
21331986,conductive sacket,電衣,
21331987,cone penalties,罰樁,
21331988,cone pickers,樁童,
21331989,Conflict Theory,衝突理論,
21331990,connect bonus point,連接動作加分,
21331991,connect value,連接價值,
21331992,consecutive contact,連擊,
21331993,conservation of angular momentum,角動量守恆,
21331994,consumption,消費,
21331995,contact improvisation,接觸即興,
21331996,contact with the net,觸網（排球）,
21331997,Contemporary Dance,當代舞蹈,
21331998,continental grip,大陸式握拍法（網球）,
21331999,continuity,連貫性,
21332000,continuous run,持續跑,
21332001,continuous spin,連續旋轉,
21332002,continuous training,持續訓練,
21332003,contract,契約,
21332004,contraction parry,對抗防守,
21332005,contrast,對比,
21332006,contretemps,假進攻真防守,
21332007,control box,裁判控制盒,
21332008,control commission,檢錄,
21332009,control of weapons,檢查器械,
21332010,control panel for the jury,審判委員控制板,
21332011,control sheet,控制紙;記錄紙,
21332012,control the sword,試劍,
21332013,control thrust,試刺,
21332014,Convergent Discovery Style,聚歛式教學法,
21332015,conversion,加踢射門,
21332016,cooperative learning,合作學習,
21332017,coordination,協調性,
21332018,coordination training,協調性訓練,
21332019,copertino,假變換交叉,
21332020,coquitle,護手盤,
21332021,corner arc,角球區弧線,
21332022,corner flag,角旗杆,
21332023,corner judge,彎道裁判,
21332024,corner kick,角球（足球）,
21332025,corner throw ,擲角球,
21332026,corner trap,邊角陷阱（籃球）,
21332027,corps-a-corps,相持不下,
21332028,cossack jump,狼跳（有氧競技體操）,
21332029,cossack pivot,哥薩克蹲轉,
21332030,costume,舉重衣,
21332031,Cote d'azur,迴避道,
21332032,count,讀秒,
21332033,counter punch,反擊拳,
21332034,counter tempo,反還攻,
21332035,counter-attack,反攻(擊劍)；反擊(擊劍)、反撲擊快攻(曲棍球),
21332036,counter-disengagement,重複轉移刺,
21332037,counter-parry,繞圓撥擋,
21332038,counter-return,反還擊,
21332039,counter-riposie,反還擊,
21332040,counter-system technology,反制技術,
21332041,counter-time,及時進攻,
21332042,coup double,互中對方,
21332043,courbette,先禮後兵的敬禮,
21332044,course,路線 (鐵人三項)；比賽場地,
21332045,course judges box,馬場裁判台,
21332046,course laying methods,布標方法,
21332047,course officer,賽道檢查員,
21332048,course rating,球道難易度基準,
21332049,course umpire,航道裁判,
21332050,course warking,賽馬跑道標誌,
21332051,court,場地,
21332052,Court of Arbitration for Sport {= CAS},運動仲裁法庭,
21332053,court player,普通球員（手球）,
21332054,court switch,換場,
21332055,cover-up,抱頭防守,
21332056,coverage,掩護（足球）,
21332057,cow-kicking,向側方踢腿,
21332058,coxed four,四人單槳有舵手,
21332059,coxed pair,雙人單槳有舵手,
21332060,coxed quadruple sculls,四人雙槳有舵手,
21332061,coxswain,舵手,
21332062,crab,鉤環,
21332063,crack climbing,裂隙攀登,
21332064,crane position,鶴鳥位置,
21332065,crawling,爬行,
21332066,Creatine Kinase {= CK},肌酸激酶,
21332067,creatine loading,肌酸增補法,
21332068,creating space,創造空間,
21332069,creative dance,創造性舞蹈,
21332070,creative process,創造性過程,
21332071,creativity shoot,創意射門,
21332072,creeping,爬行,
21332073,cricular parry,畫圓防守,
21332074,cringle,索孔,
21332075,criteriums,繞圈賽,
21332076,critical theory,批判理論,
21332077,croise,滑劍還擊,
21332078,crop,馬鞭,
21332079,cross ,衝過,
21332080,cross bar,橫木,
21332081,cross checking,橫桿撞人(冰上曲棍球),
21332082,cross country,越野賽,
21332083,cross country relays,越野接力賽,
21332084,cross elements,十字系列力量動作,
21332085,cross lane,交叉球道,
21332086,cross line,斜線,
21332087,cross move,交叉步,
21332088,cross screen,橫向掩護（籃球）,
21332089,cross step,交叉步,
21332090,cross steps,交叉步（田賽）,
21332091,cross-country course,越野賽馬跑道,
21332092,cross-step shoots,交叉步射門,
21332093,crossbar,橫竿；球門橫桿；劍柄橫樑,
21332094,crossover,換手運球過人,
21332095,crouch start,蹲踞式起跑,
21332096,cruiser ,大號的公路滑板,
21332097,cuff,護腕,
21332098,cuissard,護腿,
21332099,cultural capital,文化資本,
21332100,cultural imperialism,文化帝國主義,
21332101,cunningham hole,下拉索孔,
21332102,cup  ,洞,
21332103,cup protector,拳擊護襠,
21332104,current direction,流向,
21332105,current speed,流速,
21332106,curve ball,曲球（保齡球）,
21332107,cushioning,防震性,
21332108,cut attack,短斜角攻擊,
21332109,cut down,切欄著地,
21332110,cut in,切入（曲棍球）,
21332111,cut shot,轉手變線扣球,
21332112,cut the line ,破壞擊劍線,
21332113,cut-in,切入（手球）,
21332114,cut-play,攔截守備,
21332115,cutting smash,切殺球,
21332116,cyclical theory,循環理論,
21332117,cycling,自由車賽段,
21332118,D score,難度分,
21332119,D-Jury,D組裁判,
21332120,dagger,短劍,
21332121,daggerboard,鰭片；穩向板,
21332122,damper,弓上吸震器,
21332123,dance,走板,
21332124,dance assessment,舞蹈評量,
21332125,dance classes for students with artistic abilitie,舞蹈藝術才能班,
21332126,dance creating,舞蹈創作,
21332127,dance criticism,舞蹈評論,
21332128,dance culture,舞蹈文化,
21332129,dance education,舞蹈教育,
21332130,dance imagery,舞蹈意象,
21332131,dance improvisation,舞蹈即興,
21332132,Dance of Taiwan indigenous people,原住民舞蹈,
21332133,"Dance Research Society, Taiwan",臺灣舞蹈研究學會,
21332134,dance skating,舞蹈溜冰,
21332135,Dance Somatics,舞蹈身心學,
21332136,"dance steps combination,S",韻律步伐組合,
21332137,dance style,舞蹈風格,
21332138,dance theatre,舞蹈劇場,
21332139,dance therapy,舞蹈治療,
21332140,Danshui golf course,淡水高爾夫球場,
21332141,dash,短跑衝刺；短距離賽馬,
21332142,Davis Cup,台維斯盃網球賽,
21332143,de ashi barai,出腳掃,
21332144,dead ball,死球,
21332145,dead heats,重新比賽,
21332146,dead-weight,加重物,
21332147,deadpoint,動態移動(小跳躍),
21332148,Deaflympics,聽障奧林匹克運動會,
21332149,decathlon,十項全能,
21332150,deceive ,欺騙,
21332151,deceleration,減速,
21332152,deception,假動作,
21332153,deciding set,決勝局,
21332154,decimal ring value,小數環值(小數值),
21332155,decision balance sheet,平衡決策表,
21332156,decision lignts,判決燈,
21332157,decisions,判決,
21332158,deck movement,平台動作,
21332159,deck save,撲倒擋球,
21332160,dedouble!,重複畫圓,
21332161,deduction,扣分,
21332162,deductions,扣分規定,
21332163,defending zone,防守區,
21332164,defense,防守,
21332165,defense pair,防守組 ,
21332166,defenseman ,後衛 ,
21332167,defensive clear,防守高長球,
21332168,defensive lob,防守高球,
21332169,defensive rebound,防守籃板球,
21332170,deflecting,撥球,
21332171,degagement,上下轉移刺,
21332172,degree of difficulty,難度係數,
21332173,delay,延誤,
21332174,delayed attack,延緩進攻,
21332175,delayed cut,延緩劈,
21332176,delayed dead ball,延遲死球,
21332177,delayed offsides,延遲越位,
21332178,delayed riposte,延緩還擊,
21332179,delaying tactics,拖延戰術,
21332180,delaying the game,故意拖延比賽,
21332181,deliberate ,蓄意 ,
21332182,democracy,民主,
21332183,demonstration run,試划,
21332184,deny,阻絕,
21332185,Department of Athletics,體育室,
21332186,Department of Physical Education,體育系,
21332187,Derby match,德比戰,
21332188,descender,垂降裝備,
21332189,descriptive ethics,敘述倫理學,
21332190,descriptive statistics,描述統計,
21332191,designated hitter{=DH},指定打擊,
21332192,designated player{=DP},指定打擊(棒壘球),
21332193,deuce,平手,
21332194,deviamento,撥開劍身,
21332195,Deviance,偏差行為,
21332196,deviation,偏離航道,
21332197,diagnosis on techniques,技術診斷,
21332198,diagonal change of reins,斜換裡懷,
21332199,diagonal pair of leg,斜對肢 ,
21332200,Diamond League,鑽石聯賽,
21332201,did not finish,未完成,
21332202,did not start,未起跑,
21332203,did not start{=DNS},未開始運動員,
21332204,difficulty,難度,
21332205,difficulty scale,動作難度級別,
21332206,difficulty score,難度分數,
21332207,dig,重劍點刺前臂,
21332208,digital watch,數位碼錶,
21332209,dinghy,小艇,
21332210,dink,虛攻,
21332211,direct beat,直接襲打,
21332212,direct connections,直接連接,
21332213,direct cut,直接劈,
21332214,direct feint thrust,假動作直刺,
21332215,direct free kick ,直接自由球 ,
21332216,direct parry,直接防守,
21332217,direct riposte,直接還擊,
21332218,direct riposte thrust,直接還擊刺,
21332219,direct riposte with cut,直接還擊劈,
21332220,direct teaching strategies,直接教學策略,
21332221,direct thrust,直接刺,
21332222,direction of the blade,劍身的位置或方向,
21332223,director of shooting,射場指揮,
21332224,dirt jump,土坡騰越賽,
21332225,dirt me,向下放,
21332226,dirty clean,不完整上搏動作,
21332227,disabled sports,行動不便者運動,
21332228,disc wheel,碟輪,
21332229,disciplinary mastery,學科精熟取向,
21332230,disciplines,競賽項目,
21332231,discretion,酌情權,
21332232,discs,鐵片,
21332233,discus,鐵餅,
21332234,discus cage,鐵餅護籠,
21332235,discus effective landing area,鐵餅有效著地區,
21332236,discus throw,擲鐵餅,
21332237,disengage thrust,轉移刺,
21332238,disengagement,劍夾上下線轉移,
21332239,dislodged base,移位壘包,
21332240,dismount,下馬,
21332241,dismount requirement,結束動作要求,
21332242,dismounts,下法,
21332243,disobdience,不服從,
21332244,displace,閃躲,
21332245,displace the body,身體閃躲,
21332246,displacement hitting,移位擊球,
21332247,disqualification,取消比賽資格；失格,
21332248,disqualifications{=DQF},取消資格,
21332249,disqualified ,取消資格(射擊),
21332250,disqualify,取消資格,
21332251,disqualifying foul,奪權犯規,
21332252,dissent ,表示不滿 ,
21332253,distance mark,距離標誌,
21332254,distinction,差異；秀異,
21332255,distract  ,分散 ,
21332256,divergent style,擴散式教學法,
21332257,diving,撲球（足球）；跳水,
21332258,diving form,跳水動作表,
21332259,Diving Grand Prix,跳水大獎賽,
21332260,diving number designations,跳水動作號碼,
21332261,diving pool,跳水池,
21332262,Diving World Cup,跳水世界盃,
21332263,Diving World Series,跳水世界系列賽,
21332264,divot  ,草皮,
21332265,do not finish,未完賽,
21332266,do not finish{=DNF},未完賽運動員,
21332267,do not start,未出賽,
21332268,dodge,閃躲,
21332269,dog-leg hole,狗腿洞,
21332270,dogleg,狗腿洞,
21332271,doping,藥物,
21332272,doping control,藥物控制,
21332273,doping control station,藥檢區,
21332274,double,雙打；連續兩次全倒；二壘安打(棒壘球),
21332275,double backward felge elements,吊環後迴環兩周系列動作,
21332276,double bogie,高於標準桿二桿,
21332277,double bounces,兩次彈跳,
21332278,double bridle,雙繮,
21332279,double clean,二次上搏,
21332280,double contact,連擊,
21332281,double degagement,重複轉移,
21332282,double dribble,兩次運球,
21332283,double fault,雙發失誤,
21332284,double foul,雙方犯規,
21332285,double front salto elements,山協系列動作,
21332286,double Green,雙洞果嶺,
21332287,double net,雙上網,
21332288,double oxer,雙木欄障礙,
21332289,double screen,雙檔 (籃球),
21332290,double sculls,雙人雙槳,
21332291,double steal,雙盜壘,
21332292,double team ,夾擊,
21332293,double touch,互中對方,
21332294,double trap ,雙不定向飛靶,
21332295,double-de double,加倍轉移,
21332296,double-kick popsicle skateboard,雙翹板(滑板),
21332297,down hill run,下坡跑,
21332298,down swing,下杆,
21332299,down the line,直線,
21332300,downclimb,下攀,
21332301,downhill longboard,下坡型長板,
21332302,downstream gate,順流水門,
21332303,downswing,下擺,
21332304,draft-illegal,尾隨違法,
21332305,drafting,尾隨；跟車；擋風,
21332306,dragging action,拖曳球,
