ID,英文名詞,中文名詞,詞類,更新日期
21385686,inside caliper,內徑規,橋梁工程,
21385687,inspector,檢驗員；工程監督,橋梁工程,
21385688,instrument-man,測量員,橋梁工程,
21385689,integral abutment,固接橋台；一體式橋台,橋梁工程,
21385690,integral deck,承重橋板,橋梁工程,
21385691,intensity of stress,應力強度；單位應力,橋梁工程,
21385692,interchange,交流道,橋梁工程,
21385693,intermediate bent,中間框架式橋墩,橋梁工程,
21385694,intermediate deck,中層橋面；中承式橋面,橋梁工程,
21385695,intermediate floor-beam,中間樓板梁,橋梁工程,
21385696,intermediate girder,內大梁；中間大梁,橋梁工程,
21385697,intermediate post,中間立柱,橋梁工程,
21385698,intermediate sill,中間梁,橋梁工程,
21385699,intermediate strut,中間支撐,橋梁工程,
21385700,intermediate truss,中間桁架,橋梁工程,
21385701,intermittent weld,斷續銲,橋梁工程,
21385702,internal combustion engine,內燃機,橋梁工程,
21385703,intrados,拱內弧面,橋梁工程,
21385704,inverted arch,仰拱,橋梁工程,
21385705,inverted catenary,反向懸鏈線,橋梁工程,
21385706,inverted catenary curve,反向懸鏈線,橋梁工程,
21385707,involute,漸伸線；漸開線,橋梁工程,
21385708,involute curve,漸開線,橋梁工程,
21385709,involute tooth,漸開線齒,橋梁工程,
21385710,iron,鐵,橋梁工程,
21385711,iron foundry,鑄鐵工廠；鑄鐵工場,橋梁工程,
21385712,iron furnace,熔爐,橋梁工程,
21385713,iron oxide,氧化鐵,橋梁工程,
21385714,iron rust,鐵銹,橋梁工程,
21385715,iron sand,鐵砂,橋梁工程,
21385716,iron saw,熱鋸；鐵鋸,橋梁工程,
21385717,iron scab,鐵痂,橋梁工程,
21385718,iron scale,鐵鱗皮；鐵銹皮,橋梁工程,
21385719,iron stain,鐵銹斑,橋梁工程,
21385720,iron stone,鐵礦石；鐵礦,橋梁工程,
21385721,iron work,鐵工構造；鐵制品,橋梁工程,
21385722,iron-bound,鐵箍物,橋梁工程,
21385723,iron-founder,鑄鐵工；鑄鐵匠,橋梁工程,
21385724,iron-gray,鐵灰色,橋梁工程,
21385725,iron-master,製鐵廠,橋梁工程,
21385726,iron-red,鐵銹紅,橋梁工程,
21385727,ironsmith,鐵匠；鍛工,橋梁工程,
21385728,ironwork,鐵工構造；鐵制品,橋梁工程,
21385729,iron-worker,鐵構組工,橋梁工程,
21385730,iron-works,鐵構廠,橋梁工程,
21385731,irregular course,不規則砌層,橋梁工程,
21385732,irregular curve,不規則曲線,橋梁工程,
21385733,irregular fracture,不規則破裂,橋梁工程,
21385734,isodomon,順砌,橋梁工程,
21385735,isometric projection,等角投影,橋梁工程,
21385736,isosceles,等腰,橋梁工程,
21385737,iteration,迭代,橋梁工程,
21385738,jack arch,平拱；單磚拱,橋梁工程,
21385739,jack chain,千斤頂用鏈,橋梁工程,
21385740,jack engine,輔助發動機,橋梁工程,
21385741,jack plane,粗鉋,橋梁工程,
21385742,jack rafter,短椽,橋梁工程,
21385743,jack rib,短椽,橋梁工程,
21385744,jack screw,螺旋千斤頂,橋梁工程,
21385745,jack shaft,傳動軸；轉動軸,橋梁工程,
21385746,jack stringer,外小縱梁,橋梁工程,
21385747,jack timber,短撐木,橋梁工程,
21385748,jack-bores,千斤頂軸孔,橋梁工程,
21385749,jacket,護套,橋梁工程,
21385750,jack-head pump,隨動泵；副泵,橋梁工程,
21385751,jack-knife bridge,摺疊橋,橋梁工程,
21385752,jack-roll,絞盤；捲揚機,橋梁工程,
21385753,jag bolt,棘螺栓,橋梁工程,
21385754,jag spike,棘釘,橋梁工程,
21385755,jam nut,鎖緊螺帽；防鬆螺帽,橋梁工程,
21385756,jaw clutch,顎夾離合器,橋梁工程,
21385757,jaw coupling,顎夾聯結器,橋梁工程,
21385758,jemmy,短撬棍,橋梁工程,
21385759,jet,噴射；噴射流；噴射體,橋梁工程,
21385760,jet chain,噴射管鍊條,橋梁工程,
21385761,jet condenser,噴射凝結器,橋梁工程,
21385762,jet hose,噴射軟管,橋梁工程,
21385763,jet nozzle,噴嘴,橋梁工程,
21385764,jet pipe,噴射管,橋梁工程,
21385765,jet pump,噴射泵,橋梁工程,
21385766,jetted pile,高壓水刀引孔樁,橋梁工程,
21385767,jetty,突堤；碼頭；防浪堤,橋梁工程,
21385768,jetty head,突堤堤頭,橋梁工程,
21385769,jib,起重機副臂,橋梁工程,
21385770,jig,工模；鑽模；搪摸；型架；治具；夾具,橋梁工程,
21385771,jig saw,鋼絲鋸；狹條鋸,橋梁工程,
21385772,jigger,簸選機；倉庫起重機；絞車；轆轤,橋梁工程,
21385773,jigger pump,手動泵,橋梁工程,
21385774,jim-crow,彎軌器,橋梁工程,
21385775,Jimmy-Wink,輕型固定式起重機,橋梁工程,
21385776,job,工作；任務,橋梁工程,
21385777,job work,工作；任務,橋梁工程,
21385778,jockey pulley,導輪,橋梁工程,
21385779,jockey wheel,導輪,橋梁工程,
21385780,joggle,榫接；合釘；壓折；搭折,橋梁工程,
21385781,joggle beam,榫接梁,橋梁工程,
21385782,joggle post,中間支撐；桁架中柱,橋梁工程,
21385783,joggle truss,中柱桁架,橋梁工程,
21385784,joggle wheel,搖擺輪,橋梁工程,
21385785,joggle work,榫接砌作,橋梁工程,
21385786,joggle-piece,中間支撐；桁架中柱,橋梁工程,
21385787,joint bolt,接頭螺栓,橋梁工程,
21385788,joint coupling,萬向接合,橋梁工程,
21385789,joint file,小圓銼刀；半圓銼刀；接頭銼刀,橋梁工程,
21385790,joint hinge,接合鉸,橋梁工程,
21385791,joint of rupture,破裂接點,橋梁工程,
21385792,joint pipe,接管；節管,橋梁工程,
21385793,joint-end,接頭端,橋梁工程,
21385794,jointer,接合器；接縫器；刨木機,橋梁工程,
21385795,journal,軸頸；軸頭,橋梁工程,
21385796,journal bearing,頸軸承,橋梁工程,
21385797,journal box,軸箱,橋梁工程,
21385798,journal brass,軸頸軸襯；軸頸銅襯,橋梁工程,
21385799,journal friction,軸頸摩擦,橋梁工程,
21385800,journal packing,軸頸襯墊；軸頸填料,橋梁工程,
21385801,jump,砌作昇層；水躍,橋梁工程,
21385802,jump joint,對接；對接接頭,橋梁工程,
21385803,jump weld,對接銲接；對銲,橋梁工程,
21385804,jumper,頂鉚具；落槌頭,橋梁工程,
21385805,jumper drill,長鑽,橋梁工程,
21385806,jumping,端壓棒材；鍛粗棒端；跳躍,橋梁工程,
21385807,jump-up,端壓棒材；鍛粗棒端；跳躍,橋梁工程,
21385808,junction shaft,軋機驅動軸；聯通礦井,橋梁工程,
21385809,junk,廢料,橋梁工程,
21385810,junk iron,廢鐵,橋梁工程,
21385811,junk-dealer,廢料商；廢品商,橋梁工程,
21385812,jut,凸出,橋梁工程,
21385813,jute,黃麻,橋梁工程,
21385814,jutty,碼頭；防坡堤；突堤；突出部分,橋梁工程,
21385815,Kahn bar,康氏鋼筋,橋梁工程,
21385816,keckle,纏繞包覆；纏繞保護,橋梁工程,
21385817,kedge,小錨；錨曳,橋梁工程,
21385818,keeper,滑動螺栓導件,橋梁工程,
21385819,keg,小桶,橋梁工程,
21385820,Kellogg truss,柯洛格桁架,橋梁工程,
21385821,kerf,鋸口；截口,橋梁工程,
21385822,kettle,鍋；壺穴,橋梁工程,
21385823,key bed,鍵床；鍵槽,橋梁工程,
21385824,key bolt,鍵栓；鍵螺栓；開口銷,橋梁工程,
21385825,key pile,樞樁；主樁,橋梁工程,
21385826,key wrench,套筒扳手,橋梁工程,
21385827,keystone,拱心石,橋梁工程,
21385828,keystone column,槽鋼組合柱,橋梁工程,
21385829,keyway,鍵槽；剪力榫,橋梁工程,
21385830,kibble,吊桶,橋梁工程,
21385831,kibble chain,吊桶索；吊桶鏈,橋梁工程,
21385832,killing,降伏點抑制 ; 鋼液脫氧,橋梁工程,
21385833,kiln dried after treatment (KDAT),加壓窯乾木材,橋梁工程,
21385834,kiln-drying,窯乾木材,橋梁工程,
21385835,kilowatt,千瓦；瓩,橋梁工程,
21385836,kilowatt-hour,千瓦時,橋梁工程,
21385837,kinetic,動力；動能,橋梁工程,
21385838,king post truss,單柱屋架；單柱桁架,橋梁工程,
21385839,king rod,鐵中柱{桁架},橋梁工程,
21385840,king truss,單柱屋架；單柱桁架,橋梁工程,
21385841,kingpost,中間支撐；中間樁；中柱,橋梁工程,
21385842,king-post truss,單柱屋架；單柱桁架,橋梁工程,
21385843,king-rod,鐵中柱{桁架},橋梁工程,
21385844,kink,紐結；紐折,橋梁工程,
21385845,kip,千磅,橋梁工程,
21385846,kish,浮碳；自由碳；凝析石墨,橋梁工程,
21385847,kit,整套；箱；袋；包；零件,橋梁工程,
21385848,kneaded rubber,繪圖用橡皮擦,橋梁工程,
21385849,knee brace,角撐；隅撐；肘接撐材,橋梁工程,
21385850,knee-braced trestle,角撐棧橋；隅撐棧橋,橋梁工程,
21385851,knee-iron,角鐵；角鋼,橋梁工程,
21385852,kneeler,跪墊；護膝墊,橋梁工程,
21385853,knee-movement,關節運動；接頭運動,橋梁工程,
21385854,knife edge load,橫向線載重,橋梁工程,
21385855,knife-edge,刀緣；刃脊,橋梁工程,
21385856,knocking-bucker,破石扁頭鏨,橋梁工程,
21385857,knot maul,木節大槌,橋梁工程,
21385858,knotty,多木節的,橋梁工程,
21385859,knuckle gear,轉向齒輪；粗齒齒輪,橋梁工程,
21385860,knuckle gearing,齒輪火車,橋梁工程,
21385861,knuckle joint,轉向關節；關節結合；肘形節,橋梁工程,
21385862,K-type truss,K型桁架；K式桁架,橋梁工程,
21385863,Kutter's formula,庫特耳公式,橋梁工程,
21385864,kyanizing,昇汞注木法；昇汞防腐法,橋梁工程,
21385865,laced strut,聯條支柱；綴合支柱,橋梁工程,
21385866,lacing bar,繫條；聯條,橋梁工程,
21385867,ladder bracing,梯式支撐,橋梁工程,
21385868,ladder dredge,梯式挖泥機{浚渫船},橋梁工程,
21385869,ladder work,梯上工作,橋梁工程,
21385870,ladder-way,梯道；梯路,橋梁工程,
21385871,ladle,盛鋼桶,橋梁工程,
21385872,ladle-barrow,盛鋼桶推車,橋梁工程,
21385873,lag bolt,木螺釘；拉緊螺絲,橋梁工程,
21385874,lag screw,木螺釘；拉緊螺絲,橋梁工程,
21385875,lagged pile,擴充樁,橋梁工程,
21385876,laid-up,拆卸修理；模棒緊貼鉚釘,橋梁工程,
21385877,laitance of cement,水泥浮漿；乳沫,橋梁工程,
21385878,lamellar structure,層狀組織；層狀結構,橋梁工程,
21385879,laminar,片層；層狀體,橋梁工程,
21385880,laminated arch,集成拱；積層拱,橋梁工程,
21385881,laminated timber,集成材；積層材,橋梁工程,
21385882,lamination,夾層{鋼材}；集成{木材},橋梁工程,
21385883,lampblack,燈黑{染料},橋梁工程,
21385884,lance wood,彈性木,橋梁工程,
21385885,lanch,發射；下水；小艇,橋梁工程,
21385886,land,閥面；登陸；著陸,橋梁工程,
21385887,land slide,坍方；滑坡,橋梁工程,
21385888,land slip,坍方；滑坡,橋梁工程,
21385889,land tie,地錨,橋梁工程,
21385890,landing,閥面；登陸；著陸；樓梯平台,橋梁工程,
21385891,lane loading,車道載重,橋梁工程,
21385892,lang-lay rope,順撚索,橋梁工程,
21385893,lantern pinion,燈籠形小齒輪,橋梁工程,
21385894,lantern wheel,燈輪；燈形輪,橋梁工程,
21385895,lanyard,繫索；拉索；小索；束帶；配索,橋梁工程,
21385896,lap joint,疊接接頭；搭接接頭；疊接接合,橋梁工程,
21385897,lap riveting,搭鉚；搭接鉚接,橋梁工程,
21385898,lap seam,搭縫,橋梁工程,
21385899,lap weld,搭銲,橋梁工程,
21385900,large knot,大木節,橋梁工程,
21385901,larry,有軌電車；載貨卡車；平台車,橋梁工程,
21385902,lash,綁緊；衝擊；空隙,橋梁工程,
21385903,lashing,繫繩；繫索,橋梁工程,
21385904,latch,閂扣；搭扣,橋梁工程,
21385905,latch bar,閂桿,橋梁工程,
21385906,latch-catch,閂座,橋梁工程,
21385907,lateral,側向；橫向；側接頭,橋梁工程,
21385908,lateral clearance,側向間隙；側向餘隙,橋梁工程,
21385909,lateral contraction,側收縮；橫向收縮；橫縮,橋梁工程,
21385910,lateral diagonal,側向對角斜撐,橋梁工程,
21385911,lateral rod,側向拉桿,橋梁工程,
21385912,lateral section,橫斷面；側切面,橋梁工程,
21385913,lateral slide ,橋梁橫移工法；橋梁回移工法,橋梁工程,
21385914,lateral strain,橫向應變；側向應變,橋梁工程,
21385915,lateral stress,橫向應力；側向應力,橋梁工程,
21385916,lateral strut,側向系統支柱,橋梁工程,
21385917,lateral system,抗側力系統,橋梁工程,
21385918,lath,板條,橋梁工程,
21385919,lathe,車床,橋梁工程,
21385920,lattice,格子斜撐,橋梁工程,
21385921,lattice angle,格構角鋼,橋梁工程,
21385922,lattice bar,格條,橋梁工程,
21385923,lattice bracing,格構斜撐,橋梁工程,
21385924,lattice bridge,格構桁架橋,橋梁工程,
21385925,lattice truss,格構桁架,橋梁工程,
21385926,latticed girder,格構桁梁,橋梁工程,
21385927,launch,發射；下水；小艇,橋梁工程,
21385928,launching gantry,推進門式起重機,橋梁工程,
21385929,launching ways,下水滑道,橋梁工程,
21385930,launching wedges,下水滑道楔塊,橋梁工程,
21385931,laws of the lever,槓桿原理,橋梁工程,
21385932,layer-out,橋梁鋼構放樣工,橋梁工程,
21385933,lazy jack,伸縮千斤頂,橋梁工程,
21385934,lazy pinion,惰輪；空轉小齒輪,橋梁工程,
21385935,lead,鉛,橋梁工程,
21385936,lead blocks,引導滑輪；導向滑輪,橋梁工程,
21385937,lead gray,鉛灰色,橋梁工程,
21385938,lead joint,鉛接合；鉛接,橋梁工程,
21385939,lead pipe,鉛管,橋梁工程,
21385940,lead slag concrete,鉛碴混凝土,橋梁工程,
21385941,leading beam,參考梁,橋梁工程,
21385942,leading line,測垂繩；測深繩；導線；導航線；引導線,橋梁工程,
21385943,leading pile,導樁,橋梁工程,
21385944,leading wheels,導輪,橋梁工程,
21385945,leads,導線；打樁機導架,橋梁工程,
21385946,leaf (of a member),垂直肢材,橋梁工程,
21385947,leaf bridge,垂直旋轉開合橋,橋梁工程,
21385948,leaf valve,翼閥；止回閥；單向閥；瓣閥,橋梁工程,
21385949,leaf work,鑄鐵葉飾,橋梁工程,
21385950,leak,滲漏；洩漏；邊溝,橋梁工程,
21385951,least-work,最小功法,橋梁工程,
21385952,leaves,小齒輪；垂直旋轉開合橋跨；桁架主要組件,橋梁工程,
21385953,ledge,壁架；岩棚；橫擋材；橫梁,橋梁工程,
21385954,left-handed nut,左旋螺帽,橋梁工程,
21385955,left-handed screw,左旋螺釘；左旋螺絲；左旋螺桿,橋梁工程,
21385956,left-handed thread,左旋螺牙；反螺紋,橋梁工程,
21385957,leg,支柱；支腳,橋梁工程,
21385958,leg bridge,支柱橋,橋梁工程,
21385959,legal notice,法定通知；法律注意事項,橋梁工程,
21385960,lemniscatic curve,8字形線；雙紐線,橋梁工程,
21385961,lens,鏡片,橋梁工程,
21385962,lenticular arch,月牙拱；雙葉拱,橋梁工程,
21385963,letting,授予契約,橋梁工程,
21385964,level book,水準紀錄簿,橋梁工程,
21385965,leveler,整平工；水準儀；校平機,橋梁工程,
21385966,leveling instrument,水準儀,橋梁工程,
21385967,leveling pole,水準尺；水平尺,橋梁工程,
21385968,leveling rod,水準尺；水平尺,橋梁工程,
21385969,leveling staff,水準尺；水平尺,橋梁工程,
21385970,level-man,水準測量員,橋梁工程,
21385971,level-notes,水準紀錄,橋梁工程,
21385972,lever,槓桿；水準儀,橋梁工程,
21385973,lever draw bridge,槓桿驅動活動橋；槓桿驅動開合橋,橋梁工程,
21385974,lever hoist,槓桿式千斤頂,橋梁工程,
21385975,lever jack,槓桿式千斤頂,橋梁工程,
21385976,lever valve,槓桿式安全閥,橋梁工程,
21385977,leverage,槓桿作用；制衡作用,橋梁工程,
21385978,lever-arm,力臂,橋梁工程,
21385979,lewis,吊楔；鳩尾榫；起重楔,橋梁工程,
21385980,lewis bolt,吊楔螺栓,橋梁工程,
21385981,lewis-hole,吊楔孔,橋梁工程,
21385982,liatier cement,高爐水泥；爐碴水泥,橋梁工程,
21385983,life cycle cost (LCC),生命週期成本；壽命週期成本,橋梁工程,
21385984,lift hammer,反錘,橋梁工程,
21385985,lift pump,揚升泵,橋梁工程,
21385986,lift span,垂直升降橋跨,橋梁工程,
21385987,lifting bridge,垂直升降橋,橋梁工程,
21385988,lifting deck,垂直升降橋板,橋梁工程,
21385989,lifting jack,起重器；千斤頂,橋梁工程,
21385990,lighter,駁船；平底船,橋梁工程,
21385991,lime cement mortar,石灰水泥砂漿,橋梁工程,
21385992,lime kiln,石灰窯,橋梁工程,
21385993,lime mortar,石灰泥漿,橋梁工程,
21385994,lime-wash,塗白；刷白,橋梁工程,
21385995,limit load,極限載重；限重,橋梁工程,
21385996,limit of elasticity,彈性極限；彈性限值,橋梁工程,
21385997,limited ductility design,部分韌性設計,橋梁工程,
21385998,limits,限界；限制；限度；限值,橋梁工程,
21385999,limnoria,船蛆；蝕船蟲；海蛀蟲；蛀木水蝨,橋梁工程,
21386000,linch pin,制輪楔；輪轄；楔栓；輪軸銷,橋梁工程,
21386001,line of gravity,重力線,橋梁工程,
21386002,line of resistance,阻抗軸；反力軸,橋梁工程,
21386003,lineal velocity,線性運動速度,橋梁工程,
21386004,lineal-foot,直線呎；一呎長,橋梁工程,
21386005,linear arch,抗力線拱,橋梁工程,
21386006,link,連桿；鏈結；測鏈；環,橋梁工程,
21386007,link belting,鏈式輸送帶,橋梁工程,
21386008,link block,滑塊；環塊,橋梁工程,
21386009,link chain,環鏈,橋梁工程,
21386010,link lever,連桿；搖桿,橋梁工程,
21386011,link motion,連桿運動；鏈環運動,橋梁工程,
21386012,Linville truss,林維爾桁架橋,橋梁工程,
21386013,lip washer,具唇緣墊圈,橋梁工程,
21386014,liquidated damages,違約罰金；逾期賠償；逾期罰款；損害賠償,橋梁工程,
21386015,liquidation,償還；清算,橋梁工程,
21386016,literature review,文獻回顧,橋梁工程,
21386017,live load stress,活載重應力；活載應力,橋梁工程,
21386018,live load ,活載重；活載,橋梁工程,
21386019,load diagram,載重圖；荷載圖；負載圖,橋梁工程,
21386020,load line,載重線；荷載線；負載線；負載纜繩,橋梁工程,
21386021,load path,傳力路徑,橋梁工程,
21386022,load rating ,活載重等級；載重等級,橋梁工程,
21386023,load-deformation curve,載重-變位曲線,橋梁工程,
21386024,loading,載重系統；加載；負載,橋梁工程,
21386025,loblolly pine,火炬松,橋梁工程,
21386026,local government,地方政府,橋梁工程,
21386027,local public agency (LPA),地區官方機構,橋梁工程,
21386028,local public agency (LPA) project,地區官方機構計畫,橋梁工程,
21386029,location,區位；位置,橋梁工程,
21386030,location map,區位圖；位置圖,橋梁工程,
21386031,lock,鎖；水閘,橋梁工程,
21386032,lock bar,聯鎖棒；鎖桿；鋼板樁,橋梁工程,
21386033,lock joint,鎖固接頭,橋梁工程,
21386034,lock nut,鎖定螺帽；防鬆螺帽,橋梁工程,
21386035,lock pit,鎖定機坑,橋梁工程,
21386036,lock sleeve,鎖固套筒,橋梁工程,
21386037,lock tender,氣閘操作手,橋梁工程,
21386038,Locke level,洛克水準儀,橋梁工程,
21386039,locking gear,鎖定裝置；制動裝置,橋梁工程,
21386040,lock-nut washer,鎖定螺帽墊片；防鬆螺帽墊片,橋梁工程,
21386041,locomotive balance,軌道機車平衡彈簧,橋梁工程,
21386042,locomotive boiler,軌道機車鍋爐,橋梁工程,
21386043,locomotive car,軌道機車車廂,橋梁工程,
21386044,locomotive crane,鐵路起重機；有軌動力起重機,橋梁工程,
21386045,locomotive diagram,軌道機車輪載輪距圖,橋梁工程,
21386046,locomotive driver,軌道機車主驅動輪；軌道機車駕駛,橋梁工程,
21386047,locomotive excess-load,軌道機車超額載重,橋梁工程,
21386048,locomotive pump,軌道機車給水泵,橋梁工程,
21386049,locomotive-pilot,軌道機車排障器,橋梁工程,
21386050,locus,軌跡,橋梁工程,
21386051,logarithm,對數,橋梁工程,
21386052,logarithmic curve,對數曲線,橋梁工程,
21386053,logarithmic spiral curve,對數螺旋曲線,橋梁工程,
21386054,logarithmic table,對數表,橋梁工程,
21386055,Lomas nut,洛瑪斯螺帽,橋梁工程,
21386056,long pinion,長齒齒輪,橋梁工程,
21386057,Long truss,龍氏桁架橋,橋梁工程,
21386058,longitudinal axis,縱軸,橋梁工程,
21386059,longitudinal brace ,縱向支撐,橋梁工程,
21386060,longitudinal bracing,縱向支撐,橋梁工程,
21386061,longitudinal component,縱向元件,橋梁工程,
21386062,longitudinal girder,縱向大梁,橋梁工程,
21386063,longitudinal section,縱斷面；縱剖面；縱截面,橋梁工程,
21386064,longitudinal shear,縱向剪力,橋梁工程,
21386065,longitudinal stress,縱向應力,橋梁工程,
21386066,longitudinal thrust,縱向推力,橋梁工程,
21386067,long-leaf yellow pine,長葉黃松木,橋梁工程,
21386068,long-line method,長線施工法,橋梁工程,
21386069,loop eye,桿眼；環眼,橋梁工程,
21386070,loose connections,鬆動接頭；鬆動接合；假固定接頭,橋梁工程,
21386071,loose joints,鬆動接頭；鬆動接合；假固定接頭,橋梁工程,
21386072,loose knot,鬆木節；鬆節,橋梁工程,
21386073,loose pulley,游輪；滑動皮帶盤,橋梁工程,
21386074,loricated pipe,內塗瀝青管,橋梁工程,
21386075,lorry,有軌電車；載貨卡車；平台車,橋梁工程,
21386076,lorry rail,平台車軌道,橋梁工程,
21386077,lorry track,平台車軌道,橋梁工程,
21386078,low beam elevation ,最低梁底高程,橋梁工程,
21386079,low bridge,低淨空航道橋,橋梁工程,
21386080,low steel,低碳鋼；軟鋼,橋梁工程,
21386081,low water,低水位；低潮,橋梁工程,
21386082,lower chord,桁架下弦桿,橋梁工程,
21386083,lower deck,下層甲板；下層橋面板,橋梁工程,
21386084,lower falsework,下弦桿下之假設工程,橋梁工程,
21386085,lower lateral bracing,下弦桿側撐；下橫撐,橋梁工程,
21386086,lower laterals,下弦桿側撐；下橫撐,橋梁工程,
21386087,low-water-mark,低水位線 ; 低潮線,橋梁工程,
21386088,lubricant,潤滑劑,橋梁工程,
21386089,lubricate,潤滑,橋梁工程,
21386090,lubrication,潤滑；潤滑作用,橋梁工程,
21386091,luff,縱帆前緣；受風邊；擺動吊臂,橋梁工程,
21386092,luff tackle,大轆轤；二接一轆轤,橋梁工程,
21386093,lug,突緣；耳；凸緣,橋梁工程,
21386094,lug angle,短角鐵；扣角鋼,橋梁工程,
21386095,lug bolt,凸耳螺栓,橋梁工程,
21386096,lug hook,凸耳螺栓,橋梁工程,
21386097,lumber kiln,烘木窯,橋梁工程,
21386098,lump-sum,一式計價,橋梁工程,
21386099,luster,光澤,橋梁工程,
21386100,lute,泥封,橋梁工程,
21386101,macadam,舖路用碎石；碎石路,橋梁工程,
21386102,Macarthur pile,麥克阿瑟樁；擴底樁；擴座樁,橋梁工程,
21386103,machine,機器；機械,橋梁工程,
21386104,machine bolt,小螺栓；機械螺栓,橋梁工程,
21386105,machine chain,機製鏈,橋梁工程,
21386106,machine drill,鑿岩機；機鑽；鑽機用鑽頭,橋梁工程,
21386107,machine finish,機械加工；機械拋光,橋梁工程,
21386108,machine screw,小螺釘；機器螺釘,橋梁工程,
21386109,machine shop,機械工廠,橋梁工程,
21386110,machine work,機械工作；機械加工,橋梁工程,
21386111,machine-made,機械製造,橋梁工程,
21386112,machinery,機械；機器；機具,橋梁工程,
21386113,machinery barge,機械平台船,橋梁工程,
21386114,machinery house,機械室；機器房,橋梁工程,
21386115,machinist hammer,機匠錘,橋梁工程,
21386116,magnesian lime,含鎂石灰,橋梁工程,
21386117,magnesian limestone,含鎂石灰岩,橋梁工程,
21386118,magnetic,磁性,橋梁工程,
21386119,magnetic needle,磁針,橋梁工程,
21386120,main beam,主梁；大梁,橋梁工程,
21386121,main diagonal,主對角斜桿,橋梁工程,
21386122,main member,主要桿件；主要構件,橋梁工程,
21386123,main shaft,主傳動軸,橋梁工程,
21386124,main stress,主應力,橋梁工程,
21386125,maintainability,可維修性；維修性,橋梁工程,
21386126,making iron,捻縫工具,橋梁工程,
21386127,male screw,外螺紋螺絲,橋梁工程,
21386128,malleable,韌性的；可鍛的；延展性的,橋梁工程,
21386129,malleable cast iron,展性鑄鐵；可鍛鑄鐵,橋梁工程,
21386130,malleable iron,展性鑄鐵；可鍛鑄鐵,橋梁工程,
21386131,malleable pig,展性鑄鐵用生鐵,橋梁工程,
21386132,mallet,木槌,橋梁工程,
21386133,Mallet locomotive,馬雷特式蒸汽機車,橋梁工程,
21386134,mandril,心軸,橋梁工程,
21386135,manganese,錳,橋梁工程,
21386136,manganese steel,錳鋼,橋梁工程,
21386137,mangle,輾壓機；壓軋機,橋梁工程,
21386138,Manheim slide rule,曼海姆滑尺；計算尺；對數尺；滑尺,橋梁工程,
21386139,manhole,人孔,橋梁工程,
21386140,manifold,分歧管；歧管,橋梁工程,
21386141,Manila hemp,馬尼拉麻,橋梁工程,
21386142,Manila rope,馬尼拉繩,橋梁工程,
21386143,manpower,人力,橋梁工程,
21386144,map,地圖,橋梁工程,
21386145,margin,邊緣,橋梁工程,
21386146,margin draft,石緣琢邊,橋梁工程,
21386147,marking gauge,刮痕規,橋梁工程,
21386148,marline,雙股細纜；細繩,橋梁工程,
21386149,marline spike,索針；插索錐；解索錐,橋梁工程,
21386150,mason hammer,泥水匠用錘,橋梁工程,
21386151,masonry joint,砌作接頭,橋梁工程,
21386152,masonry pier,砌作墩柱,橋梁工程,
21386153,masonry plate,砌作板；基座板,橋梁工程,
21386154,masonry stone,砌石,橋梁工程,
21386155,masonry wall,砌作牆,橋梁工程,
21386156,mast,桅杆,橋梁工程,
21386157,mast pin,桅杆銷,橋梁工程,
21386158,mast seat,桅杆座,橋梁工程,
21386159,mastic,瀝青膠；膠黏劑,橋梁工程,
21386160,mat work,沉床工,橋梁工程,
21386161,match joint,槽榫接合；槽榫接頭,橋梁工程,
21386162,match-cast joint,契合鑄造接頭,橋梁工程,
21386163,matching,匹配；裝配,橋梁工程,
21386164,material,材料,橋梁工程,
21386165,mattock,鋤頭；十字鎬,橋梁工程,
21386166,mattress,沉排,橋梁工程,
21386167,maul,大槌,橋梁工程,
21386168,maximum stress,最大應力,橋梁工程,
21386169,meager lime,貧石灰,橋梁工程,
21386170,meander line,曲流河道線,橋梁工程,
21386171,mechanical curve,超越曲線,橋梁工程,
21386172,mechanically stabilized earth (MSE) wall ,加勁擋土牆,橋梁工程,
21386173,mechanics,力學,橋梁工程,
21386174,mechanics of materials,材料力學,橋梁工程,
21386175,medium carbon steel,中碳鋼,橋梁工程,
21386176,medium steel,中碳鋼,橋梁工程,
21386177,megohm,百萬歐姆；兆歐姆,橋梁工程,
21386178,Melan arch,梅蘭拱,橋梁工程,
21386179,melt number,熔煉爐號,橋梁工程,
21386180,melting point,熔點,橋梁工程,
21386181,membrane ,薄膜,橋梁工程,
21386182,memorandum of agreement (MOA),協議備忘錄,橋梁工程,
21386183,memorandum of understanding (MOU),合作備忘錄；意向書,橋梁工程,
21386184,merchants bar,市售條鋼,橋梁工程,
21386185,meridian section,子午線剖面,橋梁工程,
21386186,meshing of gearing,齒輪嚙合,橋梁工程,
21386187,metacenter,定傾中心,橋梁工程,
21386188,meta-centre,定傾中心,橋梁工程,
21386189,metal,金屬,橋梁工程,
21386190,metal lath,金屬格網,橋梁工程,
21386191,metal lathe,金屬車床,橋梁工程,
21386192,metal saw,金屬鋸,橋梁工程,
21386193,meteoric iron,隕石鐵,橋梁工程,
21386194,meter,公尺；米；儀表,橋梁工程,
21386195,metric rod,公制標尺,橋梁工程,
21386196,metric ton,公噸,橋梁工程,
21386197,metropolitan planning organization (MPO),都市規劃組織,橋梁工程,
21386198,micrometer,測微計；測微器；微米,橋梁工程,
21386199,micrometer caliper,測微計卡尺；螺旋測微器,橋梁工程,
